county_id,county_name
8001,Adams
8005,Arapahoe
8013,Boulder
8014,Broomfield
8019,Clear Creek
8031,Denver
8035,Douglas
8039,Elbert
8047,Gilpin
8059,Jefferson
8123,Weld
