zone_id,hh_sim,emp_sim
2089,960,164
2090,436,70
2091,708,432
2092,478,402
2093,1055,261
2094,1161,987
2095,718,947
2096,1647,935
2097,700,373
2098,216,3157
2099,32,5667
2100,771,1673
2101,995,688
2102,523,58
2103,182,628
2104,407,1110
2105,431,5028
2106,93,1444
2107,296,559
2108,85,389
2109,793,836
2110,1202,405
2111,350,102
2112,1356,172
2113,1176,426
2114,807,4177
2115,333,790
2116,382,549
2117,27,1971
2118,500,937
2119,754,555
2120,614,354
2121,602,2601
2122,780,536
2123,140,2698
2124,26,1270
2125,351,1322
2126,821,1621
2127,570,328
2128,216,713
2129,35,1303
2130,409,1157
2131,823,341
2132,569,502
2133,603,180
2134,978,532
2135,304,391
2136,8,1137
2137,712,916
2138,722,208
2139,378,239
2140,730,470
2141,1691,1315
2142,56,1642
2143,390,1206
2144,441,366
2145,995,198
2146,706,261
2147,516,835
2148,386,1137
2149,680,455
2150,1257,616
2151,998,965
2152,274,885
2153,4,8
2154,75,2699
2155,429,619
2156,778,299
2157,229,52
2158,131,56
2159,362,1059
2160,1102,293
2161,598,197
2162,751,687
2163,488,1552
2164,317,384
2165,1259,1584
2166,4,1366
2167,71,2689
2168,276,1358
2169,1039,194
2170,13,553
2171,304,130
2172,450,45
2173,190,240
2174,356,248
2175,567,192
2176,195,488
2177,423,651
2178,442,316
2179,588,415
2180,348,1283
2181,526,196
2182,193,51
2183,459,315
2184,1012,627
2185,751,1061
2186,1262,1026
2187,446,245
2188,795,918
2189,706,948
2190,1262,453
2191,841,307
2192,14,1404
2193,594,339
2194,648,583
2195,1237,360
2196,1210,641
2197,1045,261
2198,608,1271
2199,180,513
2200,918,277
2201,1367,1052
2202,557,353
2203,672,216
2204,805,363
2205,163,2138
2206,174,1351
2207,217,250
2208,130,1478
2209,61,1808
2210,34,3662
2211,8,1848
2212,10,3626
2213,,2410
2214,3,3479
2215,358,1296
2216,363,496
2217,318,76
2218,501,195
2219,480,1152
2220,11,2101
2221,3,1533
2222,59,380
2223,,1139
2224,16,560
2225,303,530
2226,1045,735
2227,400,1874
2228,23,1712
2229,1,1338
2230,1,2006
2231,905,170
2232,694,198
2233,843,225
2234,336,67
2235,532,179
2236,474,327
2237,1162,453
2238,3,349
2239,1,2191
2240,16,971
2241,3,2906
2242,7,2282
2243,8,1070
2244,789,491
2245,535,364
2246,460,756
2247,7,3631
2248,28,1829
2249,603,2476
2250,217,967
2251,346,331
2252,430,826
2253,29,238
2254,346,1533
2255,21,323
2256,,4862
2257,1,1582
2258,255,718
2259,483,143
2260,1477,493
2261,209,198
2262,334,385
2263,292,32
2264,24,15
2265,2,2420
2266,,1012
2267,7,1485
2268,26,1273
2269,,1271
2270,12,835
2271,244,274
2272,615,556
2273,120,102
2274,365,1613
2275,689,208
2276,1074,305
2277,,
2278,82,55
2279,235,734
2280,6,2827
2281,728,294
2282,358,2161
2283,1,4272
2284,6,965
2285,9,6168
2286,4,1778
2287,436,1893
2288,664,697
2289,31,2661
2290,70,1158
2291,54,7252
2292,5,1634
2293,,2622
2294,3,409
2295,19,25
2296,552,64
2297,434,220
2298,2662,833
2299,402,233
2300,667,1090
2301,148,345
2302,1000,1643
2303,2091,556
2304,1207,435
2305,213,132
2306,509,99
2307,415,316
2308,284,1638
2309,438,147
2310,599,1111
2311,251,307
2312,277,112
2313,343,172
2314,540,362
2315,91,35
2316,621,439
2317,247,343
2318,281,75
2319,346,84
2320,49,38
2321,108,270
2322,1031,380
2323,357,748
2324,266,251
2325,51,128
2326,164,2
2327,123,36
2328,124,42
2329,394,292
2330,34,10
2331,759,269
2332,300,100
2333,1207,209
2334,478,568
2335,1795,915
2336,,
2337,627,139
2338,462,160
2339,776,121
2340,461,93
2341,433,235
2342,229,
2343,3,333
2344,2357,994
2345,1030,444
2346,1733,836
2347,1147,1182
2348,316,43
2349,520,91
2350,1340,190
2351,243,60
2352,10,327
2353,152,202
2354,13,1
2355,47,1
2356,14,4
2357,1375,632
2358,172,129
2359,488,263
2360,2,8
2361,60,43
2362,340,108
2363,227,51
2364,96,51
2365,82,32
2366,439,140
2367,107,416
2368,,
2369,335,564
2370,8,804
2371,1365,741
2372,742,790
2373,1770,638
2374,16,2988
2375,9,4152
2376,1088,978
2377,253,377
2378,62,1977
2379,474,250
2380,1058,439
2381,639,190
2382,959,309
2383,399,187
2384,2773,1544
2385,608,1551
2386,1919,569
2387,1628,810
2388,1483,709
2389,332,598
2390,191,214
2391,9,111
2392,44,745
2393,30,11
2394,3,
2395,110,256
2396,8,
2397,35,140
2398,132,528
2399,33,141
2400,1207,369
2401,19,798
2402,1422,1777
2403,1294,1818
2404,976,811
2405,1528,341
2406,852,425
2407,1000,641
2408,3392,2162
2409,114,107
2410,209,433
2411,7,1248
2412,18,5956
2413,353,3183
2414,3,494
2415,966,1163
2416,1962,1067
2417,1238,1013
2418,509,2638
2419,367,2214
2420,1100,386
2421,573,291
2422,44,60
2423,200,61
2424,687,415
2425,1102,373
2426,1337,714
2427,1126,285
2428,537,826
2429,9,3
2430,3,1118
2431,18,1141
2432,75,1533
2433,6,3773
2434,4,889
2435,3,1403
2436,7,506
2437,930,143
2438,22,2
2439,347,153
2440,646,101
2441,458,409
2442,11,421
2443,1185,826
2444,1323,926
2445,310,95
2446,609,143
2447,1,694
2448,35,1821
2449,18,4454
2450,14,3356
2451,48,1462
2452,1,618
2453,971,77
2454,426,493
2455,292,6
2456,1594,956
2457,752,135
2458,1652,581
2459,308,13
2460,84,
2461,,
2462,351,125
2463,723,316
2464,350,47
2465,425,103
2466,25,244
2467,380,195
2468,303,101
2469,120,17
2470,7,
2471,,
2472,,
2473,,
2474,64,10
2475,56,1
2476,266,10
2477,297,302
2478,381,199
2479,40,11
2480,237,158
2481,382,1228
2482,312,65
2483,73,53
2484,19,
2485,64,281
2486,253,103
2487,6,
2488,127,64
2489,556,182
2490,375,149
2491,623,155
2492,586,2138
2493,35,283
2494,586,583
2495,672,659
2496,407,1909
2497,438,1238
2498,879,209
2499,78,40
2500,847,213
2501,919,205
2502,969,779
2503,520,949
2504,53,2030
2505,10,239
2506,206,126
2507,258,645
2508,996,219
2509,114,32
2510,614,480
2511,395,127
2512,69,26
2513,194,69
2514,70,82
2515,127,41
2516,1402,673
2517,44,57
2518,1046,366
2519,915,336
2520,131,51
2521,374,570
2522,480,275
2523,205,89
2524,62,9
2525,34,316
2526,605,307
2527,125,38
2528,297,739
2529,317,88
2530,601,380
2531,551,571
2532,580,1522
2533,12,48
2534,2,
2535,38,313
2536,591,87
2537,353,149
2538,582,109
2539,290,77
2540,74,
2541,198,17
2542,42,
2543,144,52
2544,298,194
2545,51,108
2546,104,1611
2547,136,1367
2548,251,131
2549,585,222
2550,89,458
2551,479,393
2552,74,34
2553,385,135
2554,709,464
2555,105,613
2556,66,446
2557,189,779
2558,103,25
2559,222,67
2560,230,90
2561,40,3
2562,18,1
2563,73,31
2564,55,9
2565,15,171
2566,167,1535
2567,124,1201
2568,164,162
2569,474,120
2570,391,114
2571,205,325
2572,890,290
2573,121,88
2574,682,292
2575,60,28
2576,223,45
2577,1024,223
2578,564,116
2579,263,64
2580,628,239
2581,204,283
2582,363,1500
2583,397,138
2584,150,24
2585,172,30
2586,14,
2587,23,1
2588,44,6
2589,35,3
2590,868,19
2591,281,15
2592,110,27
2593,96,260
2594,121,24
2595,600,78
2596,500,100
2597,162,25
2598,142,64
2599,154,33
2600,90,10
2601,16,0
2602,841,278
2603,32,8
2604,109,73
2605,18,1
2606,22,
2607,16,
2608,28,
2609,33,4
2610,465,23
2611,103,59
2612,99,15
2613,251,75
2614,1321,64
2615,57,35
2616,29,
2617,493,170
2618,229,163
2619,143,123
2620,134,125
2621,516,44
2622,1521,1249
2623,434,239
2624,64,222
2625,25,4574
2626,360,315
2627,412,62
2628,373,355
2629,690,379
2630,891,359
2631,296,139
2632,911,84
2633,335,779
2634,500,705
2635,319,439
2636,218,4
2637,38,264
2638,338,477
2639,,11
2640,319,2387
2641,76,878
2642,48,3361
2643,,
2644,61,4
2645,6,1
2646,95,48
2647,32,517
2648,7,509
2649,54,1591
2650,2,5288
2651,4,1244
2652,23,711
2653,221,241
2654,677,446
2655,,1198
2656,395,2493
2657,2,1222
2658,272,28
2659,739,168
2660,514,488
2661,500,461
2662,405,262
2663,763,988
2664,614,401
2665,105,337
2666,47,1703
2667,557,138
2668,303,195
2669,512,227
2670,803,257
2671,23,3
2672,654,66
2673,411,64
2674,21,1457
2675,367,841
2676,546,369
2677,5,3
2678,67,690
2679,11,16
2680,,
2681,90,11
2682,111,138
2683,978,444
2684,729,84
2685,481,397
2686,50,364
2687,177,99
2688,773,116
2689,430,199
2690,974,210
2691,716,1283
2692,949,285
2693,301,107
2694,806,159
2695,401,85
2696,29,4
2697,348,50
2698,,
2699,,
2700,1,
2701,,
2702,,
2703,31,5
2704,,
2705,99,12
2706,25,9
2707,,
2708,130,60
2709,,
2710,7,
2711,85,1
2712,1,
2713,,
2714,1,
2715,1,
2716,,
2717,1,2
2718,63,5
2719,1,
2720,,
2721,4,
2722,,
2723,315,269
2724,1610,38
2725,604,931
2726,448,901
2727,16,130
2728,12,248
2729,72,50
2730,115,122
2731,115,90
2732,34,25
2733,171,16
2734,347,590
2735,293,620
2736,241,384
2737,401,1124
2738,132,16
2739,,
2740,1121,338
2741,79,50
2742,814,546
2743,274,138
2744,,
2745,,
2746,174,50
2747,62,93
2748,99,905
2749,,
2750,33,
2751,17,41
2752,166,97
2753,125,90
2754,576,562
2755,359,404
2756,93,17
2757,26,18
2758,322,341
2759,38,
2760,108,101
2761,170,15
2762,300,208
2763,65,46
2764,132,40
2765,1348,363
2766,1571,725
2767,172,
2768,597,11
2769,373,221
2770,475,1379
2771,397,635
2772,685,251
2773,1963,3
2774,520,0
2775,704,7
2776,107,6
2777,819,240
2778,645,59
2779,1177,133
2780,1483,241
2781,655,72
2782,1104,186
2783,262,91
2784,433,34
2785,171,147
2786,839,288
2787,80,29
2788,78,1191
2789,167,155
2790,33,194
2791,83,81
2792,80,286
2793,319,109
2794,,
2795,681,493
2796,1176,708
2797,85,155
2798,22,8
2799,55,12
2800,842,97
2801,187,
2802,170,
2803,826,
2804,144,26
