zone_id,hh_sim,emp_sim
2038,481,64
2039,734,83
2040,888,71
2041,1504,294
2042,1355,191
2043,1549,478
2044,2293,496
2045,1750,83
2046,901,414
2047,1295,283
2048,,303
2049,1339,206
2050,109,156
2051,2258,146
2052,1625,660
2053,1320,331
2054,1983,316
2055,397,128
2056,829,410
2057,1724,421
2058,642,590
2059,363,1189
2060,,1063
2061,134,599
2062,1040,576
2063,1302,415
2064,961,167
2065,1424,360
2066,1078,960
2067,2964,171
2068,2,2475
2069,109,185
2070,1491,702
2071,2506,633
2072,1044,542
2073,1160,92
2074,1861,529
2075,1116,448
2076,717,45
2077,567,130
2078,1279,544
2079,339,214
2080,1281,345
2081,1186,119
2082,1163,1640
2083,,1620
2084,511,166
2085,614,284
2086,1431,237
2087,439,3356
2088,251,220
2089,1261,151
2090,589,53
2091,1068,402
2092,571,384
2093,1442,229
2094,1957,898
2095,1341,978
2096,2443,866
2097,1021,358
2098,264,3056
2099,29,5398
2100,1210,1657
2101,1197,641
2102,906,50
2103,308,629
2104,574,1147
2105,651,3511
2106,139,2435
2107,597,697
2108,114,434
2109,1007,780
2110,1692,548
2111,668,245
2112,1937,158
2113,1537,402
2114,1326,6001
2115,384,2157
2116,519,533
2117,20,1905
2118,1043,2112
2119,1122,390
2120,1005,1168
2121,1231,2597
2122,1105,532
2123,152,5053
2124,24,1520
2125,371,1313
2126,1320,1646
2127,941,384
2128,269,1390
2129,68,1804
2130,504,6632
2131,1240,335
2132,825,446
2133,845,178
2134,1429,516
2135,376,2446
2136,7,1053
2137,984,884
2138,933,163
2139,529,223
2140,1065,437
2141,2431,1476
2142,398,1630
2143,352,997
2144,639,338
2145,1441,213
2146,1051,238
2147,924,788
2148,540,1505
2149,909,437
2150,1673,514
2151,1927,926
2152,344,820
2153,3,4
2154,138,2653
2155,659,561
2156,1057,240
2157,277,40
2158,188,53
2159,593,1067
2160,1381,261
2161,815,156
2162,1031,706
2163,631,1360
2164,437,355
2165,1853,1525
2166,3,1459
2167,62,2761
2168,463,1375
2169,1680,176
2170,16,578
2171,318,120
2172,685,37
2173,239,240
2174,454,287
2175,690,161
2176,208,479
2177,530,661
2178,516,355
2179,791,446
2180,552,1393
2181,954,189
2182,233,48
2183,617,306
2184,1566,411
2185,1231,4155
2186,1821,1747
2187,571,1260
2188,1139,2177
2189,886,966
2190,3732,576
2191,1030,268
2192,406,5965
2193,937,346
2194,897,1141
2195,2201,800
2196,1701,1053
2197,1302,247
2198,729,1245
2199,262,538
2200,1060,233
2201,2030,1038
2202,658,345
2203,907,354
2204,1145,304
2205,206,2061
2206,217,1218
2207,283,264
2208,155,1675
2209,278,1992
2210,29,3668
2211,8,1955
2212,7,4286
2213,,2557
2214,3,3835
2215,422,2542
2216,459,437
2217,405,65
2218,553,183
2219,663,1224
2220,288,12067
2221,3,2510
2222,52,298
2223,,1330
2224,436,1308
2225,418,520
2226,1610,729
2227,517,1724
2228,590,2029
2229,1,1357
2230,,3455
2231,1203,166
2232,866,176
2233,1053,201
2234,394,59
2235,660,151
2236,706,293
2237,1345,418
2238,293,1028
2239,1,2516
2240,448,3389
2241,3,2895
2242,172,2502
2243,226,2547
2244,1036,488
2245,742,294
2246,593,701
2247,6,3753
2248,20,1701
2249,508,2336
2250,283,994
2251,443,311
2252,723,872
2253,143,230
2254,788,1749
2255,60,340
2256,,6519
2257,1,1479
2258,372,1014
2259,640,136
2260,2249,747
2261,215,285
2262,749,418
2263,486,27
2264,20,28
2265,2,2673
2266,,1082
2267,7,1546
2268,22,1303
2269,,1451
2270,409,823
2271,265,256
2272,917,587
2273,123,101
2274,418,1961
2275,906,196
2276,1335,271
2277,,
2278,168,49
2279,1301,816
2280,6,15204
2281,1360,269
2282,438,2273
2283,1,11310
2284,6,961
2285,9,6459
2286,3,13114
2287,865,7428
2288,1213,3966
2289,1,12814
2290,114,2565
2291,1141,14110
2292,5,1844
2293,,3804
2294,2,440
2295,19,121
2296,1213,61
2297,699,1308
2298,3930,705
2299,458,219
2300,793,1104
2301,303,324
2302,1224,1545
2303,2334,482
2304,1398,384
2305,365,128
2306,935,95
2307,726,284
2308,1169,1752
2309,620,1262
2310,2105,1084
2311,360,254
2312,340,104
2313,480,128
2314,712,445
2315,92,33
2316,1315,409
2317,565,336
2318,664,66
2319,1105,81
2320,151,37
2321,204,308
2322,2055,340
2323,470,744
2324,325,233
2325,178,248
2326,156,2
2327,169,8
2328,396,39
2329,814,267
2330,54,9
2331,2385,240
2332,409,86
2333,1741,182
2334,643,562
2335,2541,967
2336,,
2337,822,123
2338,890,362
2339,1027,114
2340,635,83
2341,550,217
2342,195,
2343,12,333
2344,3923,594
2345,1413,399
2346,2457,786
2347,1510,1113
2348,404,40
2349,4179,466
2350,5010,212
2351,3845,46
2352,9,580
2353,169,211
2354,18,1
2355,59,10
2356,14,105
2357,1752,558
2358,223,184
2359,612,269
2360,3,8
2361,101,43
2362,537,1768
2363,408,183
2364,138,47
2365,148,51
2366,1977,295
2367,130,640
2368,2,
2369,568,554
2370,7,1139
2371,1554,753
2372,1335,851
2373,2078,610
2374,16,5175
2375,8,6650
2376,1110,1024
2377,760,1062
2378,54,5721
2379,607,294
2380,1630,633
2381,973,180
2382,1468,291
2383,619,158
2384,3603,1766
2385,1203,1581
2386,2658,516
2387,2020,717
2388,2358,825
2389,679,840
2390,284,297
2391,11,361
2392,54,1810
2393,77,19
2394,7,
2395,135,274
2396,12,
2397,50,207
2398,188,838
2399,44,227
2400,1866,1848
2401,16,1942
2402,2748,1922
2403,2022,2224
2404,1280,779
2405,1870,310
2406,1199,352
2407,1554,612
2408,4087,2845
2409,1012,93
2410,600,598
2411,7,4659
2412,15,6167
2413,526,5612
2414,1,1172
2415,1149,1325
2416,2645,1665
2417,1778,1509
2418,2154,7026
2419,2635,8659
2420,1436,1027
2421,807,267
2422,70,12
2423,343,57
2424,966,407
2425,1748,347
2426,1573,1289
2427,1213,269
2428,467,794
2429,13,3
2430,3,1145
2431,26,2505
2432,63,3104
2433,6,6524
2434,3,2622
2435,3,2281
2436,5,1670
2437,1155,124
2438,400,620
2439,414,141
2440,1810,229
2441,594,598
2442,11,3496
2443,1524,1533
2444,2261,1357
2445,485,255
2446,1117,168
2447,1,853
2448,25,2460
2449,18,6596
2450,12,5640
2451,237,1393
2452,,686
2453,1201,9263
2454,1192,1476
2455,271,5
2456,1859,1088
2457,807,560
2458,2009,1541
2459,1178,940
2460,1154,1036
2461,2,
2462,878,288
2463,1444,335
2464,638,234
2465,422,251
2466,29,288
2467,436,214
2468,535,374
2469,138,161
2470,202,419
2471,,
2472,,
2473,4,
2474,76,2
2475,76,158
2476,265,155
2477,1028,326
2478,1071,189
2479,64,11
2480,289,158
2481,1837,1774
2482,342,44
2483,94,51
2484,19,
2485,761,2028
2486,407,94
2487,9,
2488,169,61
2489,742,194
2490,534,300
2491,900,299
2492,569,4433
2493,42,623
2494,625,1150
2495,718,1188
2496,966,3169
2497,604,3585
2498,1166,1396
2499,140,38
2500,1032,414
2501,1111,357
2502,1179,633
2503,606,971
2504,548,2650
2505,10,1348
2506,257,126
2507,512,3205
2508,1150,115
2509,692,27
2510,1130,913
2511,640,111
2512,126,25
2513,291,63
2514,104,128
2515,149,448
2516,1711,1043
2517,64,83
2518,1093,389
2519,972,264
2520,209,53
2521,962,780
2522,620,265
2523,545,80
2524,152,8
2525,54,478
2526,863,1234
2527,209,35
2528,418,631
2529,404,82
2530,1215,383
2531,648,681
2532,969,3251
2533,11,68
2534,4,
2535,46,446
2536,861,82
2537,818,308
2538,1237,109
2539,910,60
2540,1207,
2541,1315,27
2542,1177,
2543,296,50
2544,338,694
2545,44,1083
2546,86,4631
2547,123,1931
2548,262,391
2549,924,212
2550,80,2653
2551,586,532
2552,85,38
2553,616,171
2554,889,965
2555,92,1197
2556,103,1532
2557,451,1187
2558,117,11
2559,291,50
2560,466,84
2561,45,3
2562,20,1
2563,88,31
2564,55,5
2565,15,212
2566,154,3023
2567,118,1652
2568,209,299
2569,554,199
2570,482,106
2571,242,340
2572,1343,362
2573,137,167
2574,921,274
2575,124,30
2576,247,44
2577,1844,214
2578,809,96
2579,584,52
2580,975,276
2581,177,1065
2582,634,1719
2583,918,149
2584,375,21
2585,186,30
2586,15,
2587,28,1
2588,47,6
2589,71,3
2590,764,16
2591,245,150
2592,148,21
2593,135,302
2594,131,21
2595,2114,72
2596,2023,94
2597,148,22
2598,278,63
2599,268,28
2600,152,10
2601,22,
2602,981,280
2603,54,8
2604,117,71
2605,20,1
2606,30,
2607,27,
2608,24,
2609,36,2
2610,434,20
2611,217,56
2612,101,3
2613,318,67
2614,1162,620
2615,75,126
2616,35,5
2617,510,155
2618,323,668
2619,232,225
2620,216,154
2621,469,34
2622,2397,1178
2623,671,229
2624,228,467
2625,90,4844
2626,459,912
2627,568,43
2628,443,321
2629,874,358
2630,1263,322
2631,828,128
2632,1366,84
2633,561,761
2634,826,692
2635,345,397
2636,224,4
2637,37,621
2638,442,1199
2639,,12
2640,428,4278
2641,536,4318
2642,36,3883
2643,,
2644,840,4
2645,6,22
2646,865,50
2647,28,3241
2648,6,509
2649,48,4096
2650,2,15307
2651,3,1211
2652,19,1040
2653,323,2064
2654,801,419
2655,,2106
2656,518,4463
2657,17,4028
2658,278,21
2659,796,221
2660,637,1060
2661,575,1209
2662,462,203
2663,945,1327
2664,731,552
2665,114,760
2666,43,9463
2667,624,112
2668,322,184
2669,561,245
2670,922,246
2671,28,6
2672,871,206
2673,561,52
2674,19,3408
2675,501,2919
2676,629,477
2677,41,3
2678,304,693
2679,99,89
2680,36,
2681,105,4
2682,141,377
2683,1674,702
2684,1300,85
2685,915,441
2686,40,332
2687,650,183
2688,848,197
2689,509,195
2690,1107,200
2691,883,3473
2692,1278,399
2693,585,101
2694,899,1146
2695,846,106
2696,29,16
2697,503,50
2698,445,
2699,343,
2700,1,11
2701,,
2702,,11
2703,28,5
2704,,
2705,90,12
2706,23,2
2707,373,
2708,107,659
2709,215,
2710,7,
2711,70,1
2712,45,
2713,,
2714,1,
2715,1,
2716,65,
2717,1,20
2718,56,5
2719,1,
2720,,
2721,4,1
2722,2,
2723,338,245
2724,2252,1540
2725,721,902
2726,557,1625
2727,15,128
2728,12,233
2729,82,46
2730,126,155
2731,134,105
2732,34,21
2733,180,46
2734,732,600
2735,543,1342
2736,288,430
2737,426,2395
2738,196,17
2739,,
2740,1663,346
2741,91,51
2742,971,600
2743,371,148
2744,,
2745,,
2746,211,95
2747,66,144
2748,101,1029
2749,,
2750,34,12
2751,15,76
2752,190,137
2753,121,107
2754,1653,547
2755,333,428
2756,79,17
2757,23,18
2758,1934,331
2759,34,13
2760,107,114
2761,170,9
2762,1083,219
2763,64,121
2764,154,77
2765,1571,311
2766,2619,1373
2767,218,264
2768,1062,892
2769,455,448
2770,645,1815
2771,926,1048
2772,874,1499
2773,2674,526
2774,624,548
2775,981,257
2776,103,243
2777,1093,447
2778,686,267
2779,1258,323
2780,1667,414
2781,697,267
2782,1457,426
2783,491,306
2784,431,29
2785,238,302
2786,1193,316
2787,114,61
2788,114,1284
2789,238,304
2790,39,264
2791,106,139
2792,194,165
2793,830,112
2794,,
2795,797,757
2796,1759,775
2797,259,194
2798,23,20
2799,84,22
2800,2189,153
2801,650,
2802,356,
2803,2705,48
2804,189,21
