zone_id,hh_sim,emp_sim
456,66,1354
457,,621
458,410,131
459,655,146
460,1525,579
461,2356,633
462,901,184
463,866,192
464,325,428
465,92,205
466,197,30
467,320,49
468,734,750
469,1185,424
470,827,2255
471,407,657
472,2016,421
473,842,142
474,370,242
475,663,244
476,210,122
477,639,145
478,567,436
479,1488,703
480,1243,369
481,889,806
482,1243,766
483,907,192
484,1161,1500
485,640,166
486,708,107
487,89,227
488,52,309
489,68,15
490,985,133
491,371,28
492,1208,306
493,1047,303
494,221,249
495,564,149
496,226,107
497,787,217
498,614,180
499,183,60
500,42,14
501,62,31
502,242,98
503,851,328
504,1135,864
505,982,1108
506,1809,823
507,557,63
508,437,754
509,618,75
510,989,137
511,846,311
512,936,189
513,844,2145
514,428,1430
515,1448,1428
516,305,217
517,692,572
518,254,117
519,1272,209
520,289,2146
521,374,450
522,225,449
523,5,1097
524,197,1092
525,1544,523
526,37,1100
527,301,157
528,852,341
529,609,229
530,536,333
531,,34
532,120,1831
533,260,3531
534,1276,2719
535,112,1500
536,619,454
537,7,3518
538,475,1126
539,865,778
540,307,154
541,103,966
542,43,2276
543,15,912
544,862,122
545,10,782
546,,
547,75,24
548,237,421
549,549,912
550,792,217
551,871,674
552,398,405
553,1447,340
554,523,90
555,711,686
556,988,258
557,1143,1376
558,109,843
559,278,407
560,494,701
561,1258,650
562,315,3
563,195,12
564,480,1552
565,124,10
566,130,530
567,1281,193
568,1313,1105
569,26,809
570,725,620
571,239,2322
572,338,95
573,37,303
574,60,1306
575,160,414
576,1389,75
577,617,444
578,1169,1524
579,63,1867
580,178,1504
581,1114,994
582,1021,1014
583,498,305
584,619,443
585,687,352
586,9,694
587,740,405
588,990,521
589,410,1282
590,636,969
591,277,302
592,398,188
593,654,1308
594,853,621
595,72,1129
596,913,152
597,758,383
598,638,450
599,654,3574
600,1892,748
601,1420,518
602,1959,314
603,831,344
604,16,104
605,548,1015
606,889,183
607,486,215
608,467,207
609,906,474
610,1019,535
611,505,322
612,555,352
613,812,153
614,986,637
615,1238,1267
616,1647,1498
617,856,1653
618,640,894
619,610,935
620,367,552
621,1562,2017
622,616,1253
623,379,402
624,2,4315
625,17,1243
626,34,3793
627,710,861
628,715,364
629,25,469
630,69,3503
631,237,403
632,197,333
633,1130,2085
634,1028,1036
635,519,398
636,463,1185
637,788,483
638,925,697
639,943,111
640,785,973
641,459,473
642,411,1485
643,1459,710
644,83,1542
645,776,240
646,348,229
647,358,745
648,509,237
649,282,346
650,601,917
651,517,189
652,979,380
653,502,457
654,723,449
655,906,1083
656,507,797
657,668,882
658,648,189
659,1169,1812
660,26,1489
661,450,3334
662,2594,490
663,1046,457
664,1316,876
665,1614,496
666,622,272
667,899,814
668,724,470
669,514,427
670,882,65
671,680,153
672,1717,153
673,718,106
674,727,483
675,765,298
676,1046,1020
677,1669,197
678,64,239
679,742,960
680,584,236
681,626,267
682,539,104
683,768,464
684,473,236
685,466,257
686,1663,223
687,2155,70
688,308,1317
689,540,1161
690,737,4381
691,78,2144
692,1014,2727
693,1480,957
694,46,1411
695,3376,592
696,92,4339
697,346,6834
698,278,1536
699,55,3386
700,889,1216
701,989,706
702,1026,292
703,1501,739
704,159,2242
705,1973,1203
706,681,156
707,808,145
708,12,5
709,2,12
710,841,414
711,966,229
712,1032,2573
713,610,41
714,1544,735
715,692,687
716,1055,368
717,823,225
718,1734,256
719,174,1
720,38,170
721,5,6
722,130,40
723,541,214
724,362,159
725,412,299
726,2423,200
727,5,93
728,2,
729,174,57
730,395,326
731,673,402
732,505,199
733,875,390
734,1356,1566
735,53,2338
736,2,134
737,4,99
738,71,312
739,1408,378
740,626,1124
741,275,123
742,276,144
743,484,439
744,722,698
745,870,638
746,1255,1398
747,188,720
748,762,182
749,56,11
750,366,352
751,478,90
752,892,321
753,836,820
754,533,1212
755,629,157
756,1214,880
757,935,438
758,917,357
759,903,208
760,109,71
761,1572,462
762,298,77
763,607,526
764,391,266
765,191,48
766,962,318
767,1173,293
768,2,3026
769,860,166
770,356,889
771,211,487
772,1314,723
773,773,225
774,1699,470
775,438,72
776,124,8274
777,1153,330
778,1098,135
779,,
780,85,0
781,97,12
782,700,269
783,4,1
784,85,222
785,1094,394
786,740,228
787,572,104
788,1176,684
789,696,103
790,1686,250
791,1465,341
792,6,
793,24,158
794,,79
795,1441,424
796,842,620
797,817,312
798,959,169
799,2087,284
800,697,578
801,518,132
802,1043,1272
803,,
804,893,912
805,1903,603
806,740,388
807,869,235
808,253,2145
809,,355
810,418,1831
811,6,1117
812,1132,665
813,732,326
814,1221,1483
815,93,24
816,994,620
817,,622
818,1,2354
819,263,350
820,717,929
821,222,641
822,1200,273
823,464,189
824,565,349
825,456,81
826,438,100
827,607,290
828,937,263
829,1565,480
830,1572,407
831,892,473
832,542,1304
833,987,310
834,1873,971
835,894,610
836,1046,276
837,921,304
838,1115,87
839,1234,976
840,752,67
841,649,255
842,456,818
843,12,4
844,835,2045
845,66,4188
846,552,38
847,149,93
848,321,76
849,136,13
850,115,13
851,67,14
852,,
853,279,32
854,530,130
855,43,
856,75,2081
857,29,
858,19,19
859,26,51
860,607,79
861,877,106
862,117,19
863,527,525
864,,10
865,8,236
866,305,39
867,1029,40
868,1808,438
869,2,648
870,1,501
871,2341,452
872,446,867
873,3,5012
874,17,2179
875,74,2240
876,384,25
877,109,74
878,124,37
879,61,321
880,320,83
881,350,123
882,163,84
883,104,3
884,83,16
885,,
886,3008,11
887,376,26
888,535,100
889,119,30
890,89,471
891,84,9
892,466,677
893,882,281
894,758,2975
895,1040,205
896,1239,416
897,242,41
898,7,84
899,18,46
900,850,181
901,1586,336
902,1048,208
903,506,143
904,1438,321
905,1155,105
906,1735,294
907,1340,66
908,1784,490
909,639,30
910,95,185
911,247,1287
912,304,313
913,682,204
914,844,410
915,956,984
916,523,167
917,1369,1001
918,455,84
919,1115,306
920,706,44
921,460,240
922,1386,631
923,1139,953
924,1239,1257
925,142,863
926,788,444
927,744,20
928,710,2246
929,931,637
930,749,110
931,487,175
932,1,585
933,497,667
934,1289,472
935,348,231
936,215,330
937,187,157
938,4339,3357
939,85,159
940,,
941,46,33
942,56,85
943,32,2
944,325,28
945,115,776
946,13,866
947,31,129
948,131,524
949,772,1855
950,53,158
951,299,156
952,103,637
953,9,466
954,131,45
955,161,239
956,80,19
957,76,213
958,186,147
959,156,40
960,37,21
961,10,10
962,24,598
963,510,21
964,80,19
965,66,58
966,9,
967,14,1
968,211,589
969,425,3
970,4043,
971,13,12
972,4714,78
973,5973,287
974,694,114
975,1194,183
976,340,168
977,126,106
978,2102,243
979,543,2818
980,1939,1336
981,144,336
982,131,170
983,89,96
984,81,419
985,31,3100
986,815,43
987,811,7361
988,2116,471
989,729,5567
990,247,7
991,53,77
992,70,1050
993,169,
994,1613,2020
995,533,646
996,2035,3140
997,1647,1051
998,189,91
999,1389,1356
1000,208,50
1001,17,40
1002,50,475
1003,182,36
1004,,7
1005,2,15
1006,116,137
1007,6,380
1008,10,5970
1009,4,2246
1010,1808,1000
1011,1150,368
1012,2174,1587
1013,1755,504
1014,2194,412
1015,2760,215
1016,271,90
1017,13,
1018,87,143
1019,860,76
1020,1832,280
1021,1600,96
1022,986,350
1023,1836,330
1024,1325,394
1025,1784,450
1026,3280,1257
1027,497,676
1028,246,388
1029,1487,339
1030,2018,1049
1031,612,926
1032,1015,38
1033,2538,159
1034,640,304
1035,1331,246
1036,668,127
1037,765,1192
1038,957,1867
1039,4,817
1040,1025,53
1041,1523,1990
1042,965,541
1043,8,2494
1044,328,733
1045,1012,783
1046,1356,1058
1047,452,9969
1048,1440,173
1049,1846,281
1050,1206,99
1051,863,138
1052,643,69
1053,1003,462
1054,857,420
1055,584,2228
1056,1019,2319
1057,859,360
1058,1579,649
1059,755,302
1060,1374,525
1061,726,60
1062,983,127
1063,1277,640
1064,634,46
1065,722,515
1066,1904,852
1067,1071,311
1068,1905,412
1069,1555,79
1070,2,533
1071,4,1522
1072,1892,184
1073,1265,521
1074,1428,417
1075,158,314
1076,1490,396
1077,315,1007
1078,2058,1148
1079,760,900
1080,687,1430
1081,65,52
1082,431,190
1083,1202,1310
1084,797,60
1085,254,70
1086,1606,839
1087,1378,301
1088,1090,216
1089,896,677
1090,1658,1697
1091,1165,404
1092,1176,1270
1093,2005,71
1094,767,240
1095,463,46
1096,4,2289
1097,645,2984
1098,1936,1087
1099,1300,1987
1100,389,54
1101,723,71
1102,1,183
1103,945,39
1104,364,66
1105,2415,113
1106,557,80
1107,854,51
1108,267,445
1109,916,1828
1110,1060,1391
1111,1244,372
1112,1244,580
1113,1370,377
1114,906,394
1115,1789,223
1116,819,702
1117,1151,217
1118,983,364
1119,382,854
1120,,834
1121,694,1607
1122,2707,283
1123,1673,223
1124,73,1259
1125,387,1954
1126,10,428
1127,16,1004
1128,2422,1821
1129,1648,454
1130,1205,382
1131,1312,610
1132,906,1844
1133,1939,873
1134,1114,546
1135,1,1558
1136,13,470
1137,33,1096
1138,133,4709
1139,9,135
1140,70,269
1141,61,3675
1142,34,1694
1143,34,2580
1144,127,6628
1145,25,4062
1146,30,3002
1147,11,1269
1148,578,535
1149,1523,604
1150,95,672
1151,497,466
1152,506,1222
1153,1233,416
1154,2898,1444
1155,1312,1103
1156,805,178
1157,405,228
1158,311,943
1159,189,394
1160,24,2596
1161,2044,1004
1162,135,41
1163,847,267
1164,42,696
1165,1125,711
1166,38,417
1167,21,5102
1168,3,2214
1169,403,1968
1170,722,183
1171,10,244
1172,31,306
1173,225,1514
1174,738,585
1175,59,378
1176,2265,583
1177,919,1729
1178,2158,268
1179,1730,410
1180,472,592
1181,652,302
1182,569,1316
1183,812,1858
1184,48,1346
1185,3,2020
1186,220,1995
1187,2699,660
1188,956,548
1189,,1961
1190,305,1683
1191,239,1852
1192,215,935
1193,4,2676
1194,20,4481
1195,7,1591
1196,4,1201
1197,10,957
1198,343,3094
1199,,1024
1200,,1176
1201,34,1889
1202,52,3308
1203,1,2048
1204,66,2666
1205,4,1962
1206,98,1159
1207,7,106
1208,12,783
1209,9,1117
1210,,1409
1211,6,1972
1212,7,447
1213,353,384
1214,951,308
1215,1511,122
1216,1518,1075
1217,1663,464
1218,,38
1219,,
1220,254,1295
1221,49,30
1222,2190,99
1223,1567,119
1224,2331,1130
1225,2365,922
1226,128,8
1227,301,30164
1228,63,3987
1229,1180,182
1230,1165,1058
1231,706,2479
1232,576,17
1233,470,
1234,481,
1235,,
1236,,
1237,,
1238,,
1239,,
1240,,
1241,,
1242,,
1243,,
1244,2466,194
1245,3087,
1246,,
1247,3087,
1248,,
1249,,
1250,,
1251,9,7
1252,27,37
1253,,
1254,,
1255,157,
1256,221,24
1257,150,1165
1258,53,1468
1259,35,3
1260,31,3
1261,,
1262,14,16
1263,,
1264,76,31
1265,294,274
1266,3,3
1267,,
1268,86,21
1269,,195
1270,2305,883
1271,2316,
1272,14,27
1273,1344,477
1274,1262,145
1275,1,7
1276,,
1277,,846
1278,4,7
1279,619,319
1280,34,64
1281,913,144
1282,,3308
1283,389,187
1284,865,879
1285,798,78
1286,79,1612
1287,607,1372
1288,1260,362
1289,1970,233
1290,505,156
1291,833,405
1292,580,202
1293,1085,2149
1294,1041,868
1295,1022,577
1296,1791,488
1297,497,681
1298,950,2303
1299,1993,1831
1300,2281,1008
1301,2125,731
1302,1986,698
1303,750,344
1304,875,803
1305,,
1306,1796,1180
1307,42,113
1308,348,1434
1309,547,1175
1310,1513,147
1311,725,199
1312,574,83
1313,859,1735
1314,1,400
1315,386,1032
1316,2023,420
1317,3,
1318,4,2499
1319,795,793
1320,38,1304
1321,31,1191
1322,433,612
1323,18,742
1324,991,1840
1325,2,1713
1326,249,989
1327,586,1362
1328,77,544
1329,44,620
1330,9,1282
1331,429,644
1332,430,1366
1333,107,1188
1334,48,1066
1335,64,1030
1336,647,870
1337,764,1354
1338,90,760
1339,330,418
1340,687,256
1341,1022,131
1342,1570,652
1343,514,166
1344,411,763
1345,124,671
1346,429,617
1347,484,1092
1348,633,99
1349,549,283
1350,372,11
1351,1819,864
1352,900,176
1353,953,386
1354,,110
1355,1149,206
1356,200,223
1357,1315,530
1358,738,280
1359,389,168
1360,743,512
1361,123,506
1362,514,423
1363,793,691
1364,113,2349
1365,1091,3460
1366,9,730
1367,1084,330
1368,1654,944
1369,918,2832
1370,298,7154
1371,1771,4163
1372,1656,2870
1373,8,2911
1374,3,1279
1375,,2060
1376,,1985
1377,2,1456
1378,4,569
1379,,835
1380,316,416
1381,22,2185
1382,10,1529
1383,13,1054
1384,901,1355
1385,1100,518
1386,1557,163
1387,435,154
1388,1610,345
1389,1068,664
1390,1129,85
1391,509,651
1392,730,245
1393,1032,311
1394,762,547
1395,669,335
1396,1079,630
1397,343,605
1398,327,111
1399,,
1400,,
1401,460,4702
1402,369,2433
1403,12,981
1404,,2100
1405,3,5167
1406,1034,151
1407,1125,82
1408,1675,356
1409,1628,432
1410,507,23
1411,,
1412,20,5
1413,889,610
1414,2398,569
1415,1535,120
1416,1126,178
1417,958,87
1418,780,441
1419,1015,200
1420,1,756
1421,1590,1051
1422,6,1326
1423,1143,2554
1424,1411,558
1425,993,702
1426,1601,1785
1427,2188,221
1428,1,4277
1429,33,4265
1430,46,1117
1431,,
1432,63,1909
1433,3,2798
1434,1921,1667
1435,808,59
1436,,
1437,4,285
1438,3,3548
1439,4,2534
1440,10,248
1441,694,9
1442,1996,502
1443,2112,1052
1444,666,393
1445,453,171
1446,876,423
1447,574,379
1448,210,2756
1449,1272,1425
1450,221,4723
1451,38,1941
1452,71,432
1453,724,979
1454,1453,1455
1455,474,1033
1456,740,575
1457,18,454
1458,,193
1459,9,1575
1460,7,613
1461,701,2475
1462,7,1048
1463,1654,345
1464,1536,238
1465,1366,428
1466,2351,240
1467,1107,345
1468,1115,234
1469,167,669
1470,,1065
1471,33,2859
1472,340,7413
1473,2075,2912
1474,1336,2223
1475,188,1834
1476,419,2126
1477,906,497
1478,1336,348
1479,949,233
1480,1885,434
1481,1608,552
1482,1063,1126
1483,812,2109
1484,122,1629
1485,47,503
1486,159,2969
1487,483,1479
1488,793,3315
1489,931,442
1490,1401,669
1491,1294,177
1492,1433,336
1493,2124,535
1494,1254,821
1495,2255,522
1496,1216,2641
1497,1094,324
1498,1771,259
1499,1299,261
1500,3131,226
1501,3615,387
1502,2496,5673
1503,2327,598
1504,865,347
1505,1092,484
1506,1465,1299
1507,899,1015
1508,48,2875
1509,7,3580
1510,704,155
1511,989,798
1512,386,201
1513,1018,539
1514,386,1763
1515,490,128
1516,164,1722
1517,1263,1071
1518,2593,1133
1519,3884,1074
1520,4,271
1521,199,5517
1522,3196,2902
1523,1305,208
1524,1019,354
1525,3187,470
1526,532,352
1527,1222,1694
1528,958,362
1529,1252,333
1530,1673,16364
1531,777,506
1532,620,85
1533,1057,464
1534,626,167
1535,1031,142
1536,34,1323
1537,1061,3123
1538,832,680
1539,931,236
1540,587,269
1541,540,546
1542,363,291
1543,364,211
1544,1106,1200
1545,644,184
1546,1403,38
1547,399,260
1548,2216,1269
1549,3477,216
1550,2058,70
1551,1024,24
1552,7,60
1553,1563,433
1554,388,840
1555,178,697
1556,945,408
1557,1208,854
1558,711,2204
1559,1267,338
1560,5197,512
1561,2,1063
1562,1589,186
1563,1091,337
1564,1534,596
1565,970,282
1566,1464,327
1567,13,3368
1568,92,18
1569,579,74
1570,944,189
1571,1376,745
1572,1119,323
1573,893,692
1574,1069,569
1575,1451,1063
1576,696,566
1577,115,855
1578,8,2565
1579,347,836
1580,877,43
1581,663,243
1582,1173,641
1583,1414,769
1584,900,194
1585,434,63
1586,1910,692
1587,1349,282
1588,485,62
1589,242,10
1590,19,655
1591,3116,554
1592,250,353
1593,587,647
1594,1985,626
1595,317,63
1596,1979,645
1597,,1470
1598,3397,306
1599,500,314
1600,723,1427
1601,1329,949
1602,1080,429
1603,451,184
1604,753,195
1605,316,3324
1606,247,861
1607,317,64
1608,,45
1609,1228,273
1610,1425,521
1611,836,398
1612,323,2132
1613,439,1613
1614,647,1219
1615,902,825
1616,1382,609
1617,1076,526
1618,534,918
1619,1925,1151
1620,739,299
1621,431,612
1622,574,3585
1623,853,229
1624,497,114
1625,331,2900
1626,993,324
1627,1245,293
1628,544,2213
1629,917,729
1630,1575,498
1631,1260,5284
1632,1342,582
1633,537,393
1634,626,2171
1635,705,2685
1636,152,161
1637,132,556
1638,667,769
1639,701,426
1640,379,3081
1641,652,211
1642,1255,550
1643,405,116
1644,818,1946
1645,1294,61
1646,759,182
1647,350,90
1648,473,966
1649,834,1804
1650,1162,2327
1651,1091,815
1652,1146,5439
1653,59,3764
1654,215,1723
1655,658,2147
1656,2952,3420
1657,1284,712
1658,21,768
1659,958,206
1660,580,165
1661,765,89
1662,436,395
1663,207,41
1664,1212,1886
1665,905,121
1666,1867,1145
1667,476,371
1668,980,421
1669,485,43
1670,2380,182
1671,1398,1505
1672,1697,357
1673,4,1336
1674,3023,656
1675,213,101
1676,853,753
1677,1035,735
1678,382,1853
1679,235,573
1680,1234,726
1681,1355,1921
1682,822,165
1683,533,107
1684,1729,766
1685,639,70
1686,1781,597
1687,,6354
1688,3,13178
1689,518,47
1690,308,42
1691,928,1133
1692,3,6057
1693,282,1561
1694,1212,530
1695,106,25
1696,3,763
1697,26,160
1698,135,83
1699,7,102
1700,217,1218
1701,19,208
1702,8,33
1703,,34
1704,6,102
1705,17,138
1706,7,114
1707,6,169
1708,45,48
1709,17,27
1710,20,475
1711,4,9
1712,107,221
1713,,162
1714,10,35
1715,10,656
1716,14,185
1717,1,2295
1718,36,461
1719,84,3101
1720,16,120
1721,292,31
1722,27,49
1723,27,171
1724,185,77
1725,207,1379
1726,33,2082
1727,36,380
1728,115,250
1729,148,80
1730,28,958
1731,248,5
1732,17,2158
1733,34,120
1734,23,707
1735,622,554
1736,65,368
1737,21,234
1738,1019,6339
1739,607,63
1740,602,2879
1741,618,163
1742,194,664
1743,38,413
1744,32,874
1745,67,827
1746,,1238
1747,,1505
1748,13,387
1749,41,5135
1750,14,1542
1751,1,2041
1752,232,769
1753,24,3162
1754,40,4603
1755,162,444
1756,42,2105
1757,19,2049
1758,20,9
1759,,166
1760,33,2398
1761,15,1278
1762,2,425
1763,3,1639
1764,186,2059
1765,7,3848
1766,6,2786
1767,2,9
1768,56,170
1769,244,84
1770,22,26
1771,29,896
1772,113,292
1773,610,1177
1774,1691,3073
1775,18,1316
1776,41,3771
1777,35,67
1778,287,3977
1779,20,669
1780,32,422
1781,1,1436
1782,10,736
1783,213,662
1784,3,114
1785,,1261
1786,1,1856
1787,15,57
1788,,3642
1789,,596
1790,3,258
1791,30,1228
1792,6,713
1793,159,806
1794,201,303
1795,35,299
1796,216,241
1797,10,278
1798,1,570
1799,14,1179
1800,22,269
1801,52,880
1802,106,226
1803,162,2847
1804,19,1425
1805,62,1380
1806,175,102
1807,63,713
1808,24,370
1809,31,835
1810,84,877
1811,,1721
1812,38,1704
1813,85,718
1814,60,817
1815,70,1031
1816,92,295
1817,145,351
1818,14,1002
1819,131,3002
1820,31,2455
1821,43,252
1822,,413
1823,24,777
1824,13,408
1825,,
1826,5,2011
1827,12,487
1828,2,47
1829,31,377
1830,42,410
1831,998,1922
1832,163,1358
1833,425,3927
1834,255,2117
1835,2183,1874
1836,1205,2896
1837,792,2123
1838,49,7
1839,,56
1840,47,1834
1841,173,1001
1842,5,1535
1843,4,166
1844,174,1081
1845,,876
1846,,1081
1847,15,2588
1848,,4830
1849,,
1850,,1755
1851,5,34439
1852,,359
1853,6,2122
1854,,6
1855,,
1856,,
1857,,830
1858,,910
1859,,
1860,486,1247
1861,,
1862,17,4331
1863,76,302
1864,494,119
1865,1183,124
1866,1770,3891
1867,,
1868,1138,4183
1869,2726,6214
1870,145,49
1871,1275,444
1872,2823,1713
1873,2404,771
1874,668,199
1875,2175,1087
1876,1868,772
1877,1407,1104
1878,2000,1048
1879,829,1581
1880,4318,1589
1881,600,336
1882,,381
1883,507,299
1884,436,685
1885,1637,804
1886,1741,275
1887,458,633
1888,1365,472
1889,1072,124
1890,656,152
1891,799,601
1892,890,155
1893,1141,256
1894,957,65
1895,462,43
1896,,101
1897,1672,876
1898,919,206
1899,1379,590
1900,640,161
1901,2614,51
1902,1614,349
1903,478,222
1904,35,202
1905,782,576
1906,446,202
1907,926,307
1908,756,386
1909,1972,639
1910,556,142
1911,749,53
1912,23,2157
1913,603,553
1914,799,861
1915,1051,228
1916,4,954
1917,1017,191
1918,182,1386
1919,773,1232
1920,3,926
1921,,2331
1922,689,23
1923,2042,229
1924,671,221
1925,939,1127
1926,1573,168
1927,1120,85
1928,1669,319
1929,2,22
1930,52,16
1931,,
1932,306,175
1933,1947,536
1934,23,2358
1935,1689,1976
1936,13,911
1937,107,265
1938,75,920
1939,17,7
1940,,
1941,1929,
1942,2073,32
1943,,
1944,,
1945,50,37
1946,146,22
1947,,
1948,2530,1916
1949,1575,
1950,1550,
1951,2286,212
1952,2209,216
1953,1818,846
1954,1207,256
1955,926,965
1956,966,335
1957,681,179
1958,2298,37
1959,2410,5
1960,540,176
1961,,
1962,286,9
1963,399,10
1964,342,103
1965,343,519
1966,39,10
1967,52,11
1968,6,791
1969,1,187
1970,73,11
1971,,
1972,127,9
1973,299,33
1974,248,
1975,,
1976,,
1977,279,
1978,304,
1979,290,
1980,752,165
1981,536,28
1982,142,5
1983,,
1984,15,
1985,,
1986,5,17
1987,,
1988,154,1
1989,317,
1990,,
1991,634,
1992,81,145
1993,189,
1994,830,1365
1995,,
1996,,
1997,,
1998,948,28
1999,101,104
2000,69,27
2001,,
2002,,
2003,52,
2004,,
2005,817,554
2006,16,3
2007,513,104
2008,340,203
2009,98,4048
2010,557,26
2011,88,8
2012,54,
2013,518,8
2014,,
2015,1068,96
2016,1193,37
2017,,
2018,1610,431
2019,1972,109
2020,2707,135
2021,707,58
2022,1208,91
2023,1076,230
2024,701,64
2025,1000,407
2026,879,356
2027,1002,711
2028,1338,283
2029,1269,647
2030,2041,873
2031,1107,125
2032,1362,191
2033,327,13
2034,,2
2035,,
2036,,
2037,,
